fips,county,bbox
19097,"Jackson County, IA","42.032505,42.381783,-90.8991388,-90.1546363"
19099,"Jasper County, IA","41.507407,41.862431,-93.3495938,-92.7563928"
19101,"Jefferson County, IA","40.899242,41.163586,-92.1815638,-91.7171398"
19103,"Johnson County, IA","41.422211,41.8620363,-91.8337398,-91.3670648"
19105,"Jones County, IA","41.947124,42.296375,-91.3669128,-90.8983538"
19107,"Keokuk County, IA","41.161129,41.510796,-92.4136048,-91.9453278"
19109,"Kossuth County, IA","42.906803,43.5005792,-94.4455568,-93.9691869"
19111,"Lee County, IA","40.3756007,40.813507,-91.7205808,-91.1121898"
19113,"Linn County, IA","41.8603082,42.298676,-91.8352635,-91.3648988"
19115,"Louisa County, IA","41.0717052,41.423523,-91.4870448,-90.9462588"
19117,"Lucas County, IA","40.897053,41.159836,-93.5606158,-93.1011434"
19119,"Lyon County, IA","43.258263,43.5004953,-96.6031977,-95.8593085"
19121,"Madison County, IA","41.15377,41.5119493,-94.2433778,-93.7892562"
19123,"Mahaska County, IA","41.159065,41.508957,-92.8738944,-92.4114988"
19125,"Marion County, IA","41.158829,41.508274,-93.3303828,-92.8709638"
19127,"Marshall County, IA","41.8618507,42.2101977,-93.2339708,-92.7661064"
19129,"Mills County, IA","40.9001718,41.159898,-95.8833459,-95.3835978"
19131,"Mitchell County, IA","43.212254,43.500346,-93.0245128,-92.5529695"
19133,"Monona County, IA","41.861881,42.214825,-96.3598699,-95.6704558"
19135,"Monroe County, IA","40.897873,41.159718,-93.1027074,-92.6423114"
19137,"Montgomery County, IA","40.900913,41.159569,-95.3845438,-94.9292528"
19139,"Muscatine County, IA","41.3329111,41.59874,-91.3701478,-90.7849118"
19141,"O'Brien County, IA","42.9090936,43.259487,-95.8625948,-95.3876718"
19143,"Osceola County, IA","43.255962,43.5006474,-95.8623578,-95.3860197"
19145,"Page County, IA","40.5750986,40.902328,-95.3852388,-94.9163508"
19147,"Palo Alto County, IA","42.906803,43.2556133,-94.9160096,-94.4434036"
19149,"Plymouth County, IA","42.560611,42.910576,-96.6397161,-95.8580248"
19151,"Pocahontas County, IA","42.557232,42.9096979,-94.9168848,-94.4445268"
19153,"Polk County, IA","41.481049,41.862476,-93.8158079,-93.3283639"
19155,"Pottawattamie County, IA","41.158726,41.505756,-96.0198169,-95.1558378"
19157,"Poweshiek County, IA","41.508247,41.862488,-92.7683328,-92.2985838"
19159,"Ringgold County, IA","40.5708156,40.899059,-94.4726538,-94.0151058"
19161,"Sac County, IA","42.209549,42.561092,-95.3883738,-94.8574828"
19163,"Scott County, IA","41.449632,41.774384,-90.9009548,-90.3127698"
19165,"Shelby County, IA","41.503662,41.86261,-95.5585018,-95.0417558"
19167,"Sioux County, IA","42.9090842,43.2600337,-96.5714937,-95.8583908"
19169,"Story County, IA","41.862206,42.2093575,-93.7001418,-93.2315515"
19171,"Tama County, IA","41.8618507,42.2975304,-92.7696908,-92.2976431"
19173,"Taylor County, IA","40.570707,40.900913,-94.9309078,-94.4722978"
19175,"Union County, IA","40.896118,41.156597,-94.4728008,-94.0151058"
19177,"Van Buren County, IA","40.5998261,40.900017,-92.1797558,-91.7169488"
19179,"Wapello County, IA","40.897903,41.16169,-92.6468974,-92.1797558"
19181,"Warren County, IA","41.159283,41.5119979,-93.7906359,-93.3282204"
19183,"Washington County, IA","41.161705,41.5116,-91.9471508,-91.4838405"
19185,"Wayne County, IA","40.579916,40.898567,-93.5579678,-93.0974348"
19187,"Webster County, IA","42.208603,42.6446908,-94.4457088,-93.9315711"
19189,"Winnebago County, IA","43.2550388,43.4999726,-93.9705348,-93.4964177"
19191,"Winneshiek County, IA","43.0816,43.500804,-92.0818408,-91.6019358"
19193,"Woodbury County, IA","42.2112846,42.562218,-96.4989871,-95.6692808"
19195,"Worth County, IA","43.2554045,43.4998301,-93.497652,-93.0237479"
19197,"Wright County, IA","42.5575388,42.9087507,-93.9716092,-93.4986193"
20001,"Allen County, KS","37.732609,38.03823,-95.5261919,-95.0766909"
20003,"Anderson County, KS","38.037601,38.3904732,-95.5189699,-95.0623319"
20005,"Atchison County, KS","39.4188298,39.653,-95.5704114,-94.9691715"
20007,"Barber County, KS","36.997961,37.471626,-99.0135568,-98.348575"
20009,"Barton County, KS","38.2603,38.697216,-99.0333709,-98.4808878"
20011,"Bourbon County, KS","37.6735626,38.037601,-95.0889428,-94.6140873"
20013,"Brown County, KS","39.65297,40.000463,-95.78897,-95.3397224"
20015,"Butler County, KS","37.476387,38.087929,-97.1536639,-96.5238269"
20017,"Chase County, KS","38.0857284,38.523979,-96.8425138,-96.3537979"
20019,"Chautauqua County, KS","36.998643,37.303272,-96.5281364,-95.9631268"
20021,"Cherokee County, KS","36.998665,37.341705,-95.0738528,-94.6176358"
20023,"Cheyenne County, KS","39.567753,40.003095,-102.0517562,-101.4102018"
20025,"Clark County, KS","36.999528,37.475075,-100.1067958,-99.5399036"
20027,"Clay County, KS","39.1319948,39.567787,-97.3711776,-96.9587156"
20029,"Cloud County, KS","39.307137,39.654579,-97.9304659,-97.3681788"
20031,"Coffey County, KS","38.038225,38.4341309,-95.9596329,-95.5075828"
20033,"Comanche County, KS","36.999221,37.38493,-99.5435098,-99.0006796"
20035,"Cowley County, KS","36.99886,37.476917,-97.1514209,-96.5261458"
20037,"Crawford County, KS","37.338417,37.6745417,-95.0887259,-94.6167888"
20039,"Decatur County, KS","39.567497,40.002172,-100.7412719,-100.1784321"
20041,"Dickinson County, KS","38.609287,39.1335404,-97.3736499,-96.8900419"
20043,"Doniphan County, KS","39.6240298,40.0000292,-95.3400648,-94.8588093"
20045,"Douglas County, KS","38.738483,39.0694807,-95.5018044,-95.05589"
20047,"Edwards County, KS","37.733906,38.087498,-99.5686869,-99.0136948"
20049,"Elk County, KS","37.299622,37.607933,-96.5266949,-95.9608609"
20051,"Ellis County, KS","38.696087,39.13393,-99.5982278,-99.0371549"
20053,"Ellsworth County, KS","38.521362,38.871712,-98.4867859,-97.9261549"
20055,"Finney County, KS","37.736412,38.263561,-101.1037574,-100.2254359"
20057,"Ford County, KS","37.468868,37.914986,-100.2275309,-99.5557329"
20059,"Franklin County, KS","38.389555,38.738868,-95.5087939,-95.0563411"
20061,"Geary County, KS","38.870072,39.2200852,-96.9637678,-96.5007628"
20063,"Gove County, KS","38.696583,39.1335004,-100.8167649,-100.1487808"
20065,"Graham County, KS","39.131828,39.56749,-100.1642069,-99.6019208"
20067,"Grant County, KS","37.388309,37.736973,-101.5270539,-101.0881198"
20069,"Gray County, KS","37.475716,38.0009561,-100.6651391,-100.2164538"
20071,"Greeley County, KS","38.2624833,38.700375,-102.0453545,-101.5669249"
20073,"Greenwood County, KS","37.603382,38.174072,-96.5255579,-95.9588419"
20075,"Hamilton County, KS","37.736435,38.263298,-102.0445105,-101.5255579"
20077,"Harper County, KS","36.997824,37.386696,-98.3503419,-97.8022978"
20079,"Harvey County, KS","37.912323,38.1745709,-97.7018236,-97.1525667"
20081,"Haskell County, KS","37.387756,37.736973,-101.0904238,-100.6518099"
20083,"Hodgeman County, KS","37.913815,38.2622958,-100.2272189,-99.5679319"
20085,"Jackson County, KS","39.2163046,39.653652,-96.0368579,-95.5640789"
20087,"Jefferson County, KS","39.0318939,39.4209323,-95.5993317,-95.1798546"
20089,"Jewell County, KS","39.567028,40.0024144,-98.5069048,-97.9300169"
20091,"Johnson County, KS","38.7375764,39.0616571,-95.056498,-94.6073819"
20093,"Kearny County, KS","37.736435,38.264008,-101.5405269,-101.0898628"
20095,"Kingman County, KS","37.385044,37.734535,-98.4667659,-97.8067779"
20097,"Kiowa County, KS","37.38237,37.73539,-99.5583718,-99.0135419"
20099,"Labette County, KS","36.999241,37.384357,-95.5236927,-95.0722854"
20101,"Lane County, KS","38.2623015,38.703697,-100.6882018,-100.2444208"
20103,"Leavenworth County, KS","38.9550584,39.4192304,-95.1878292,-94.7766401"
20105,"Lincoln County, KS","38.871292,39.219807,-98.4914468,-97.9281308"
20107,"Linn County, KS","38.0364456,38.389625,-95.0789178,-94.6124929"
20109,"Logan County, KS","38.700092,39.134636,-101.4849848,-100.8120878"
20111,"Lyon County, KS","38.170919,38.740215,-96.3575288,-95.9456609"
20113,"McPherson County, KS","38.17372,38.610218,-97.9262538,-97.3713239"
20115,"Marion County, KS","38.0857284,38.61002,-97.3719638,-96.8208008"
20117,"Marshall County, KS","39.565628,40.0015683,-96.8067241,-96.2381144"
20119,"Meade County, KS","36.999818,37.475838,-100.6520388,-100.0897978"
20121,"Miami County, KS","38.38879,38.7385836,-95.0659045,-94.6095071"
20123,"Mitchell County, KS","39.218948,39.567535,-98.4908448,-97.9268879"
20125,"Montgomery County, KS","36.999124,37.387131,-95.9652576,-95.5210269"
20127,"Morris County, KS","38.522625,38.871891,-96.9309008,-96.3532939"
20129,"Morton County, KS","36.993125,37.3891904,-102.0421269,-101.5552388"
20131,"Nemaha County, KS","39.565628,40.0009373,-96.2398219,-95.7880918"
20133,"Neosho County, KS","37.3838359,37.733219,-95.5262299,-95.0871959"
20135,"Ness County, KS","38.261414,38.697556,-100.2480769,-99.5846558"
20137,"Norton County, KS","39.566521,40.0018872,-100.1814119,-99.6253127"
20139,"Osage County, KS","38.433862,38.8699671,-95.9502819,-95.5004729"
20141,"Osborne County, KS","39.132782,39.568569,-99.0496829,-98.4866179"
20143,"Ottawa County, KS","38.958443,39.307335,-97.9296419,-97.3700258"
20145,"Pawnee County, KS","38.000351,38.348888,-99.5854028,-98.9135739"
20147,"Phillips County, KS","39.567162,40.002247,-99.6283488,-99.0670618"
20149,"Pottawatomie County, KS","39.1247357,39.56633,-96.7277424,-96.0355739"
20151,"Pratt County, KS","37.471004,37.826374,-99.0142209,-98.4661478"
20153,"Rawlins County, KS","39.568256,40.0027275,-101.4128418,-100.739866"
20155,"Reno County, KS","37.733467,38.1738097,-98.4740069,-97.6978379"
20157,"Republic County, KS","39.653923,40.0023932,-97.9303738,-97.3681788"
20159,"Rice County, KS","38.159161,38.522743,-98.4815979,-97.9212648"
20161,"Riley County, KS","39.0433186,39.5665082,-96.9615736,-96.3890429"
20163,"Rooks County, KS","39.132446,39.569069,-99.6054148,-99.0439758"
20165,"Rush County, KS","38.348434,38.696972,-99.5854028,-99.0331798"
20167,"Russell County, KS","38.695366,39.133438,-99.0404428,-98.4849238"
20169,"Saline County, KS","38.61002,38.959499,-97.9282299,-97.3719638"
20171,"Scott County, KS","38.262657,38.703697,-101.1292799,-100.6844559"
20173,"Sedgwick County, KS","37.47464,37.9128216,-97.8074719,-97.1514209"
20175,"Seward County, KS","36.9979379,37.388275,-101.0684199,-100.6337328"
20177,"Shawnee County, KS","38.86912,39.2167022,-96.0358614,-95.5007133"
20179,"Sheridan County, KS","39.131893,39.568459,-100.7215579,-100.1634518"
20181,"Sherman County, KS","39.132904,39.568565,-102.0497636,-101.3901598"
20183,"Smith County, KS","39.567429,40.0024262,-99.0672449,-98.5047115"
20185,"Stafford County, KS","37.825638,38.261417,-99.0225069,-98.4718089"
20187,"Stanton County, KS","37.388653,37.7385406,-102.0419898,-101.5244749"
20189,"Stevens County, KS","36.995414,37.388718,-101.5580898,-101.0671427"
20191,"Sumner County, KS","36.998682,37.476387,-97.8070138,-97.1467659"
20193,"Thomas County, KS","39.133053,39.568802,-101.3912808,-100.7201079"
20195,"Trego County, KS","38.696407,39.132858,-100.1542819,-99.5917659"
20197,"Wabaunsee County, KS","38.739106,39.2115325,-96.5013889,-95.9459239"
20199,"Wallace County, KS","38.6952386,39.134609,-102.0470474,-101.4778898"
20201,"Washington County, KS","39.5663977,40.002023,-97.3691152,-96.8060074"
20203,"Wichita County, KS","38.263046,38.700375,-101.5693509,-101.1254038"
20205,"Wilson County, KS","37.384483,37.734413,-95.9630358,-95.5261919"
20207,"Woodson County, KS","37.733219,38.040201,-95.9604489,-95.5189699"
20209,"Wyandotte County, KS","38.9916755,39.2032731,-94.9088364,-94.5882048"
21001,"Adair County, KY","36.925442,37.312031,-85.5270919,-85.0430369"
21003,"Allen County, KY","36.6286269,36.935486,-86.4191439,-85.9491199"
21005,"Anderson County, KY","37.886017,38.128799,-85.1700059,-84.7964859"
21007,"Ballard County, KY","36.9154595,37.229891,-89.1825089,-88.8158331"
21009,"Barren County, KY","36.722553,37.169395,-86.1762619,-85.7391659"
21011,"Bath County, KY","37.99268,38.3026858,-83.9786069,-83.4630509"
21013,"Bell County, KY","36.582581,36.955994,-83.9572369,-83.4590229"
21015,"Boone County, KY","38.777252,39.1477997,-84.895009,-84.5979689"
21017,"Bourbon County, KY","38.067014,38.371624,-84.4422839,-83.9694669"
21019,"Boyd County, KY","38.236031,38.505808,-82.8180539,-82.5718769"
21021,"Boyle County, KY","37.532196,37.717033,-85.0390929,-84.65174"
21023,"Bracken County, KY","38.54969,38.8274403,-84.2360441,-83.9040703"
21025,"Breathitt County, KY","37.330154,37.699944,-83.5803679,-82.9482419"
21027,"Breckinridge County, KY","37.561344,38.045757,-86.6781769,-86.1517179"
21029,"Bullitt County, KY","37.809975,38.118173,-85.9380089,-85.4290499"
21031,"Butler County, KY","36.999805,37.395298,-86.9454419,-86.3991929"
21033,"Caldwell County, KY","36.950756,37.3789981,-88.0948939,-87.6800492"
21035,"Calloway County, KY","36.496719,36.750454,-88.4892099,-88.0324889"
21037,"Campbell County, KY","38.8057885,39.1219351,-84.5061211,-84.231965"
21039,"Carlisle County, KY","36.7725,36.9533333,-89.1792289,-88.8089931"
21041,"Carroll County, KY","38.580345,38.7612585,-85.3331367,-84.9327599"
21043,"Carter County, KY","38.168411,38.503784,-83.3413389,-82.7710339"
21045,"Casey County, KY","37.102242,37.550838,-85.1649479,-84.7061999"
21047,"Christian County, KY","36.6370728,37.1591,-87.7336579,-87.2592389"
21049,"Clark County, KY","37.823158,38.115162,-84.3489739,-83.9664989"
21051,"Clay County, KY","36.937668,37.358273,-83.9689029,-83.5052409"
21053,"Clinton County, KY","36.616868,36.8880123,-85.2960729,-84.9885654"
21055,"Crittenden County, KY","37.129272,37.5471629,-88.3580354,-87.8003302"
21057,"Cumberland County, KY","36.6185299,36.938419,-85.6012119,-85.2147219"
21059,"Daviess County, KY","37.561104,37.9302,-87.4081039,-86.8167879"
21061,"Edmonson County, KY","37.05312,37.340862,-86.4687189,-86.0489579"
21063,"Elliott County, KY","37.998363,38.266884,-83.2707669,-82.8885039"
21065,"Estill County, KY","37.54319,37.8531265,-84.1270829,-83.7224729"
21067,"Fayette County, KY","37.845475,38.211404,-84.6604149,-84.2827149"
21069,"Fleming County, KY","38.1709249,38.525459,-83.9845429,-83.4526749"
21071,"Floyd County, KY","37.284958,37.756153,-82.9450299,-82.5638349"
21073,"Franklin County, KY","38.093365,38.374847,-85.0237269,-84.7252268"
21075,"Fulton County, KY","36.4974534,36.650416,-89.5715089,-88.8346259"
21077,"Gallatin County, KY","38.6625594,38.8595448,-85.0231646,-84.6600269"
21079,"Garrard County, KY","37.472725,37.830351,-84.7457761,-84.3478239"
21081,"Grant County, KY","38.473019,38.803749,-84.7857209,-84.4767839"
21083,"Graves County, KY","36.501068,36.946957,-88.819722,-88.4843899"
21085,"Grayson County, KY","37.320812,37.622437,-86.6684879,-86.0189969"
21087,"Green County, KY","37.109348,37.471046,-85.6972499,-85.3532259"
21089,"Greenup County, KY","38.373802,38.7565188,-83.1669309,-82.6655479"
21091,"Hancock County, KY","37.654957,37.999392,-86.9878159,-86.6224979"
21093,"Hardin County, KY","37.440109,38.006602,-86.2753749,-85.6809309"
21095,"Harlan County, KY","36.664785,37.020973,-83.5117949,-82.8557049"
21097,"Harrison County, KY","38.277805,38.582058,-84.5562739,-84.1026801"
21099,"Hart County, KY","37.148109,37.449932,-86.1575009,-85.6511539"
21101,"Henderson County, KY","37.638275,37.976042,-87.9270781,-87.2714389"
21103,"Henry County, KY","38.335365,38.5967707,-85.3459779,-84.8668376"
21105,"Hickman County, KY","36.502914,36.7966667,-89.2010469,-88.8130554"
21107,"Hopkins County, KY","37.105164,37.569984,-87.8518292,-87.2957529"
21109,"Jackson County, KY","37.250351,37.581585,-84.2056499,-83.7817459"
21111,"Jefferson County, KY","38.165377,38.177886,-85.8785049,-85.8630979"
21113,"Jessamine County, KY","37.7285312,38.003787,-84.7245523,-84.4343359"
21115,"Johnson County, KY","37.703182,38.000801,-83.0047759,-82.6126709"
21117,"Kenton County, KY","38.789917,39.0999244,-84.6237027,-84.4174866"
21119,"Knott County, KY","37.172447,37.526058,-83.1348419,-82.7109529"
21121,"Knox County, KY","36.687195,37.054893,-84.0924069,-83.5660709"
21123,"Larue County, KY","37.422054,37.732071,-85.8942639,-85.4663309"
21125,"Laurel County, KY","36.938957,37.335934,-84.3684459,-83.8625489"
21127,"Lawrence County, KY","37.879456,38.268875,-83.0254289,-82.4640669"
21129,"Lee County, KY","37.486866,37.717628,-83.9054259,-83.5226289"
21131,"Leslie County, KY","36.883053,37.320576,-83.5559229,-83.1648709"
21133,"Letcher County, KY","36.954128,37.271385,-83.1540679,-82.5653289"
21135,"Lewis County, KY","38.318737,38.725531,-83.6450721,-83.0243679"
21137,"Lincoln County, KY","37.238335,37.6343165,-84.8603969,-84.4472729"
21139,"Livingston County, KY","36.982147,37.425216,-88.5662824,-88.1864699"
21141,"Logan County, KY","36.643225,37.073574,-87.0603161,-86.6115109"
21143,"Lyon County, KY","36.867416,37.179466,-88.2402039,-87.8769989"
21145,"McCracken County, KY","36.941875,37.2279355,-88.9346601,-88.4828639"
21147,"McCreary County, KY","36.591882,36.962566,-84.7782687,-84.2286609"
21149,"McLean County, KY","37.380516,37.683266,-87.4996489,-87.0385589"
21151,"Madison County, KY","37.515621,37.9174773,-84.5259019,-84.0738747"
21153,"Magoffin County, KY","37.486515,37.894642,-83.2710489,-82.8779069"
21155,"Marion County, KY","37.412247,37.7306616,-85.5214389,-85.0298389"
21157,"Marshall County, KY","36.747314,37.065979,-88.4857029,-88.1115489"
21159,"Martin County, KY","37.668854,37.962837,-82.6745449,-82.3107769"
21161,"Mason County, KY","38.456459,38.7679689,-83.9914629,-83.6247249"
21163,"Meade County, KY","37.798916,38.1967278,-86.4906848,-85.9757229"
21165,"Menifee County, KY","37.818398,38.058865,-83.7755279,-83.4336929"
21167,"Mercer County, KY","37.678711,37.969975,-85.0311509,-84.6881328"
21169,"Metcalfe County, KY","36.818687,37.182198,-85.7770609,-85.4418029"
21171,"Monroe County, KY","36.614994,36.841614,-85.9770359,-85.4363325"
21173,"Montgomery County, KY","37.903248,38.192364,-84.0802379,-83.7558209"
21175,"Morgan County, KY","37.712608,38.115597,-83.4988099,-82.9609989"
21177,"Muhlenberg County, KY","37.040894,37.415684,-87.3885879,-86.8815459"
21179,"Nelson County, KY","37.522774,37.990562,-85.7425079,-85.1506419"
21181,"Nicholas County, KY","38.192364,38.4605088,-84.1938629,-83.8335419"
21183,"Ohio County, KY","37.212326,37.737713,-87.1376419,-86.5762409"
21185,"Oldham County, KY","38.285296,38.5219071,-85.6285168,-85.2828139"
21187,"Owen County, KY","38.33844,38.7246262,-85.0760499,-84.5806268"
21189,"Owsley County, KY","37.256119,37.541279,-83.8882219,-83.5213319"
21191,"Pendleton County, KY","38.529526,38.8746992,-84.5317609,-84.1952969"
21193,"Perry County, KY","36.992306,37.443771,-83.5540239,-83.0009609"
21195,"Pike County, KY","37.196118,37.745384,-82.7322919,-81.9645412"
21197,"Powell County, KY","37.716106,37.933746,-84.0278169,-83.6312639"
21199,"Pulaski County, KY","36.869648,37.355495,-84.9069059,-84.2787019"
21201,"Robertson County, KY","38.4179364,38.6085545,-84.1839198,-83.9300459"
21203,"Rockcastle County, KY","37.151382,37.539997,-84.5033109,-84.1294479"
21205,"Rowan County, KY","38.017178,38.396652,-83.6351321,-83.1992259"
21207,"Russell County, KY","36.827198,37.186024,-85.2749709,-84.8355939"
21209,"Scott County, KY","38.113182,38.49279,-84.7399979,-84.4018249"
21211,"Shelby County, KY","38.036602,38.357956,-85.4671309,-84.9567029"
21213,"Simpson County, KY","36.633472,36.882961,-86.7628884,-86.4006039"
21215,"Spencer County, KY","37.939743,38.147474,-85.5168909,-85.1020359"
21217,"Taylor County, KY","37.192234,37.482899,-85.5869059,-85.0735019"
21219,"Todd County, KY","36.6415429,37.07251,-87.335697,-87.0504299"
21221,"Trigg County, KY","36.6347511,37.002094,-88.1577449,-87.6599959"
21223,"Trimble County, KY","38.492615,38.7370666,-85.4569046,-85.1685179"
21225,"Union County, KY","37.4697653,37.9017221,-88.1601869,-87.7342379"
21227,"Warren County, KY","36.77631,37.190479,-86.6743319,-86.1135709"
21229,"Washington County, KY","37.63089,37.915665,-85.4014727,-85.0004349"
21231,"Wayne County, KY","36.6032046,36.997822,-85.0640109,-84.5758439"
21233,"Webster County, KY","37.3503131,37.647861,-87.9439256,-87.3749919"
21235,"Whitley County, KY","36.5877579,36.972424,-84.3561329,-83.8776929"
21237,"Wolfe County, KY","37.619183,37.861286,-83.7079239,-83.2423779"
21239,"Woodford County, KY","37.8470957,38.195263,-84.8657229,-84.6248829"
22001,"Acadia Parish, LA","30.052727,30.482738,-92.6304548,-92.1418908"
22003,"Allen Parish, LA","30.425694,30.898687,-93.1317139,-92.5844038"
22005,"Ascension Parish, LA","30.062733,30.3465839,-91.1069258,-90.6323318"
22007,"Assumption Parish, LA","29.626368,30.081902,-91.2603378,-90.8853068"
22009,"Avoyelles Parish, LA","30.847645,31.343952,-92.2811428,-91.6776578"
22011,"Beauregard Parish, LA","30.4031265,30.884676,-93.7408828,-92.9760058"
22013,"Bienville Parish, LA","32.147995,32.58625,-93.4302058,-92.7732538"
22015,"Bossier Parish, LA","32.235832,33.0194557,-93.8439329,-93.3729248"
22017,"Caddo Parish, LA","32.195728,33.019372,-94.0431468,-93.4712828"
22019,"Calcasieu Parish, LA","30.0400114,30.4907325,-93.7660902,-92.8891595"
22021,"Caldwell Parish, LA","31.927004,32.27766,-92.3129118,-91.8668058"
22023,"Cameron Parish, LA","29.527129,30.0550601,-93.9292079,-92.6136789"
22025,"Catahoula Parish, LA","31.221046,31.972298,-92.0237348,-91.5356598"
22027,"Claiborne Parish, LA","32.583763,33.0183229,-93.2396062,-92.7246089"
22029,"Concordia Parish, LA","30.9703374,31.762226,-91.8676068,-91.378594"
22031,"De Soto Parish, LA","31.845392,32.346386,-94.0430758,-93.3532028"
22033,"East Baton Rouge Parish, LA","30.31271,30.719763,-91.3163808,-90.8451078"
22035,"East Carroll Parish, LA","32.537571,33.0050394,-91.4576948,-91.0029619"
22037,"East Feliciana Parish, LA","30.6475313,30.99963,-91.3207826,-90.8260269"
22039,"Evangeline Parish, LA","30.481764,31.003284,-92.6305008,-92.1693878"
22041,"Franklin Parish, LA","31.872292,32.406422,-91.9304958,-91.4507368"
22043,"Grant Parish, LA","31.388031,31.797747,-92.9647218,-92.1967468"
22045,"Iberia Parish, LA","29.358942,30.122772,-92.0456159,-91.2222138"
22047,"Iberville Parish, LA","30.025621,30.4975875,-91.7012455,-91.0212858"
22049,"Jackson Parish, LA","32.148308,32.496998,-92.8206628,-92.3113628"
22051,"Jefferson Parish, LA","29.094648,30.230598,-90.2806778,-89.8996639"
22053,"Jefferson Davis Parish, LA","30.037323,30.489616,-93.1319576,-92.5885238"
22055,"Lafayette Parish, LA","30.036918,30.380138,-92.2852708,-91.9056548"
22057,"Lafourche Parish, LA","28.99534,29.922407,-91.0067428,-89.9989469"
22059,"La Salle Parish, LA","31.323158,31.928286,-92.3829498,-92.0056458"
22061,"Lincoln Parish, LA","32.45372,32.760342,-92.8809588,-92.4132228"
22063,"Livingston Parish, LA","30.174959,30.650631,-90.9901888,-90.4015658"
22065,"Madison Parish, LA","32.1908919,32.5627155,-91.5570138,-90.9007199"
22067,"Morehouse Parish, LA","32.507725,33.0089427,-92.0857088,-91.4377385"
22069,"Natchitoches Parish, LA","31.346766,32.148773,-93.4418028,-92.7190478"
22071,"Orleans Parish, LA","29.8654829,30.1994687,-90.1400298,-89.6251761"
22073,"Ouachita Parish, LA","32.263077,32.722961,-92.4155428,-91.9069898"
22075,"Plaquemines Parish, LA","28.855127,29.9042112,-90.0756829,-88.8792349"
22077,"Pointe Coupee Parish, LA","30.4824713,31.020175,-91.8202058,-91.30968"
22079,"Rapides Parish, LA","30.892014,31.517929,-92.9817348,-92.0723498"
22081,"Red River Parish, LA","31.888456,32.237774,-93.6148988,-93.1212838"
22083,"Richland Parish, LA","32.154625,32.669632,-92.0345918,-91.4310298"
22085,"Sabine Parish, LA","31.167257,31.846031,-93.881582,-93.2361448"
22087,"St. Bernard Parish, LA","29.617551,30.212155,-90.0118969,-88.7583879"
22089,"St. Charles Parish, LA","29.692028,30.230598,-90.5496748,-90.1673508"
22091,"St. Helena Parish, LA","30.649939,30.999733,-90.9104158,-90.5657879"
22093,"St. James Parish, LA","29.889486,30.166325,-90.9636458,-90.6418838"
22095,"St. John the Baptist Parish, LA","29.88341,30.298779,-90.6891168,-90.2775568"
22097,"St. Landry Parish, LA","30.299126,30.850279,-92.4941858,-91.6791148"
22099,"St. Martin Parish, LA","29.698574,30.4979995,-91.9893188,-91.0896838"
22101,"St. Mary Parish, LA","29.239606,29.955992,-91.9352859,-91.0826018"
22103,"St. Tammany Parish, LA","30.1389906,30.712402,-90.2566828,-89.4949729"
22105,"Tangipahoa Parish, LA","30.22472,31.0005501,-90.5674288,-90.2432858"
22107,"Tensas Parish, LA","31.7324047,32.249531,-91.5804748,-91.0299405"
22109,"Terrebonne Parish, LA","28.985911,29.778008,-91.3542719,-90.3765729"
22111,"Union Parish, LA","32.58144,33.014744,-92.7340998,-92.0519028"
22113,"Vermilion Parish, LA","29.481496,30.147657,-92.7386038,-91.9644578"
22115,"Vernon Parish, LA","30.861683,31.367067,-93.5788878,-92.8240508"
22117,"Washington Parish, LA","30.662787,31.0049363,-90.3473573,-89.7265722"
22119,"Webster Parish, LA","32.409897,33.0186947,-93.5335768,-93.1466448"
22121,"West Baton Rouge Parish, LA","30.323744,30.6578124,-91.4852598,-91.1418838"
22123,"West Carroll Parish, LA","32.581795,33.006099,-91.6390228,-91.2605078"
22125,"West Feliciana Parish, LA","30.652315,31.049534,-91.7500273,-91.1762089"
22127,"Winn Parish, LA","31.709635,32.149067,-92.9741898,-92.3113628"
23001,"Androscoggin County, ME","43.90657,44.487072,-70.4851379,-69.9937738"
23003,"Aroostook County, ME","45.572632,47.4598397,-70.022896,-67.7506285"
23005,"Cumberland County, ME","43.526333,44.171036,-70.8668289,-69.8570719"
23007,"Franklin County, ME","44.459194,45.6679061,-70.8357118,-69.9281688"
23009,"Hancock County, ME","44.09713,45.255291,-68.8468089,-67.9616127"
23011,"Kennebec County, ME","44.108219,44.720406,-70.1320799,-69.3724209"
23013,"Knox County, ME","43.816967,44.364841,-69.4516138,-68.5967028"
23015,"Lincoln County, ME","43.699814,44.34272,-69.8126847,-69.2311206"
23017,"Oxford County, ME","43.784985,45.3476783,-71.0841693,-70.2391589"
23019,"Penobscot County, ME","44.644062,46.395756,-69.3559798,-67.9391628"
23021,"Piscataquis County, ME","45.011005,46.573624,-69.8246989,-68.7761079"
23023,"Sagadahoc County, ME","43.634235,44.1680976,-70.0520249,-69.6647449"
23025,"Somerset County, ME","44.577319,46.5749285,-70.552873,-69.2673949"
23027,"Waldo County, ME","44.2034972,44.754528,-69.5073928,-68.7929536"
23029,"Washington County, ME","44.394078,45.6892439,-68.1061169,-66.9281487"
23031,"York County, ME","42.9222206,43.814278,-70.9891219,-70.2475598"
24001,"Allegany County, MD","39.4381317,39.7229331,-79.0669955,-78.3133091"
24003,"Anne Arundel County, MD","38.7092515,39.2372703,-76.8404366,-76.3485792"
24005,"Baltimore County, MD","38.7903391,40.0703391,-77.2468913,-75.9668913"
